62,83
88,41
51,69
24,79
36,21
60,19
8,56
61,2
85,83
15,8
60,22
25,15
8,99
26,29
67,66
94,47
84,59
94,55
75,7
86,36
80,2
58,71
35,34
19,37
63,39
56,54
68,76
28,38
51,55
71,53
6,35
13,57
17,90
24,1
1,12
55,34
23,97
52,33
26,87
83,24
2,33
15,64
11,11
60,78
50,6
68,19
93,61
98,87
35,17
71,84
17,28
72,74
34,55
16,21
75,26
93,87
35,67
95,23
16,4
81,99
12,11
98,13
98,93
25,35
1,12
28,34
21,7
89,61
3,38
32,29
88,7
53,69
23,68
87,64
38,44
48,36
78,18
95,86
4,40
96,74
22,21
76,81
23,83
3,64
81,56
67,75
89,90
86,71
23,91
22,20
39,48
41,72
47,9
13,42
73,19
25,82
16,62
59,59
74,25
76,8
10,75
78,41
75,38
36,30
99,94
79,28
49,43
15,99
69,38
54,28
52,41
48,92
62,28
22,26
50,40
11,46
55,86
29,6
85,57
17,7
40,42
25,80
79,1
47,60
84,48
83,85
70,12
18,74
10,32
73,28
6,42
92,30
82,15
23,75
32,58
7,98
59,8
51,96
64,49
70,97
14,44
15,3
73,97
51,60
42,9
45,81
68,46
90,97
40,42
5,24
51,1
90,10
18,80
40,13
29,72
84,76
18,95
15,68
90,80
15,47
57,4
50,31
14,14
4,51
53,59
53,55
6,47
80,24
96,89
72,7
77,39
8,89
0,81
81,40
31,52
19,18
62,92
66,97
21,77
14,80
40,85
92,62
1,75
38,61
67,45
35,19
24,76
51,51
39,33
76,94
64,24
79,27
14,27
58,91
94,40
4,96
53,33
61,40
89,87
43,1
37,21
21,23
74,9
91,20
88,32
38,50
27,29
43,33
48,21
77,57
60,60
96,90
0,52
89,20
98,62
71,92
41,72
19,1
1,99
47,86
45,22
95,13
48,34
92,65
35,29
72,8
25,45
63,28
31,34
6,33
25,8
94,48
84,67
16,22
61,13
98,37
94,91
3,49
43,42
78,79
8,84
38,97
58,4
98,63
98,77
53,36
43,47
88,50
65,75
66,30
34,55
47,45
91,78
29,66
3,64
22,70
64,56
27,56
3,38
69,52
45,81
25,32
16,83
19,29
17,26
85,87
28,43
13,29
90,91
19,16
32,98
59,27
71,78
59,87
12,96
50,44
80,32
92,76
39,3
42,82
41,71
63,74
49,74
61,12
45,27
12,59
17,64
31,14
40,41
3,15
22,12
27,0
35,66
37,62
25,34
98,8
12,43
70,38
32,26
35,45
13,14
50,45
49,53
19,41
14,81
76,34
5,46
22,97
98,76
49,19
20,94
18,89
12,41
66,71
36,6
5,73
90,93
11,61
53,26
63,59
72,8
41,98
94,55
83,17
45,3
51,12
16,49
51,34
59,99
77,36
87,45
80,15
80,34
79,89
88,29
51,16
53,86
77,24
86,86
90,60
73,17
86,87
9,93
21,12
10,68
80,32
47,78
66,80
79,0
84,92
32,24
35,29
17,19
87,7
56,67
3,26
38,79
98,69
9,57
55,16
36,80
69,98
69,86
77,62
18,34
30,48
47,90
47,2
34,43
97,70
20,53
36,92
88,74
63,86
89,42
26,53
93,22
64,30
42,35
76,21
69,39
40,53
23,6
87,22
31,21
53,19
29,73
13,71
65,35
26,82
51,16
25,29
77,95
89,84
33,74
28,27
42,19
34,76
90,54
25,10
28,92
32,97
96,37
40,36
30,13
69,34
48,67
30,50
38,75
42,5
29,82
22,77
14,89
37,61
43,72
67,87
56,40
34,92
16,46
22,45
85,95
18,1
61,10
95,55
64,39
29,79
20,65
9,2
46,72
67,35
64,15
59,69
92,30
96,30
22,25
4,17
59,24
17,22
81,17
23,82
17,62
89,95
8,86
36,9
13,89
7,37
86,39
93,12
69,27
57,85
40,83
64,24
33,84
45,84
71,36
52,79
27,6
8,43
91,13
85,6
26,64
97,29
89,27
6,98
88,3
62,84
66,72
75,98
67,76
86,71
49,99
66,21
2,75
84,19
47,48
13,78
80,95
46,63
16,70
81,23
55,98
72,40
72,90
98,85
66,80
78,11
16,60
99,44
12,22
59,79
14,52
89,63
4,89
30,37
67,20
92,89
94,23
94,93
6,27
22,58
67,54
12,88
56,16
35,2
84,29
52,63
91,17
32,94
2,43
51,58
45,58
49,12
18,96
79,90
78,96
62,59
35,74
50,85
8,71
92,35
61,4
90,52
81,85
43,69
6,28
79,85
41,91
89,3
87,27
51,12
85,59
8,90
10,27
63,25
39,31
91,44
1,29
71,74
20,49
78,57
41,29
60,93
12,98
84,76
1,65
52,98
70,67
41,61
85,14
66,25
45,23
80,65
91,88
92,69
66,37
0,87
86,89
27,69
99,66
36,90
75,34
82,28
49,22
18,43
26,63
30,19
36,89
40,85
52,28
16,16
60,85
34,22
86,43
62,4
3,54
19,69
89,94
41,3
38,3
66,63
92,52
37,88
65,9
95,70
4,97
74,36
11,14
94,77
59,68
94,19
29,59
34,99
59,4
68,11
15,60
54,60
93,3
27,90
83,73
83,63
19,2
21,77
53,68
65,98
44,63
61,93
98,44
30,52
45,73
68,17
79,51
24,83
31,13
20,57
77,94
18,32
83,92
71,40
6,69
29,80
87,73
25,40
75,47
4,28
59,46
67,59
32,8
94,23
77,14
98,33
49,30
20,70
42,97
73,37
43,2
63,25
0,87
86,76
72,72
26,76
35,33
84,95
91,35
42,48
42,25
97,64
43,31
26,77
20,68
30,7
47,40
42,67
36,77
16,46
27,61
43,91
36,25
4,72
87,74
74,81
72,63
41,0
63,77
54,78
96,60
36,75
16,69
29,17
99,2
62,58
20,27
95,19
56,0
43,67
36,56
67,45
55,67
12,79
19,58
32,67
46,23
57,77
69,11
53,61
31,68
59,58
29,20
18,81
79,16
15,84
54,12
30,70
49,53
75,88
97,48
66,18
43,5
12,46
26,18
60,11
31,84
79,52
4,84
80,72
3,82
30,43
38,15
6,72
10,18
29,43
83,74
56,53
57,13
1,70
80,55
33,39
91,67
6,16
70,94
23,37
67,25
46,35
11,76
61,87
40,34
70,90
46,17
30,39
55,71
24,85
50,76
64,91
49,6
23,34
96,71
60,95
20,6
17,83
15,11
41,10
40,14
56,18
10,91
81,63
37,45
79,6
84,5
43,52
63,27
1,28
7,56
60,51
85,14
85,48
46,53
97,11
87,48
32,85
71,26
48,12
24,9
30,38
47,50
48,14
77,74
76,87
98,66
71,30
40,90
40,50
26,82
28,33
13,29
54,80
5,70
90,37
96,61
2,60
86,64
50,3
14,35
16,73
10,46
3,79
44,42
10,51
1,19
13,67
13,26
98,45
4,68
55,59
39,64
78,55
95,75
13,48
64,31
40,93
51,1
20,57
34,76
8,81
92,79
95,10
73,71
72,1
89,47
10,31
61,21
23,3
47,2
8,69
25,76
38,37
94,8
78,60
89,58
31,45
96,5
64,10
22,8
63,51
71,70
18,75
44,55
50,98
48,52
0,89
81,31
70,87
64,92
71,87
41,78
61,66
93,30
43,68
42,97
61,67
48,40
26,6
85,57
43,66
47,78
60,52
21,38
66,82
57,63
80,26
89,99
94,9
49,51
83,84
55,21
11,58
47,33
49,82
15,26
84,30
19,22
60,82
35,38
67,47
13,72
68,68
56,50
65,94
29,55
76,63
94,4
1,7
33,44
19,2
13,23
88,85
48,81
61,18
99,73
2,7
2,90
41,82
42,58
